"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Happy Hour Liquor & Wine","2815 W Market St","Johnson City","TN","37604","5377","Ryan","Wagner","Owner","4239299463","Liquors-Retail","445310","","","","","Private","Washington","6.00","1801000.00","UWSTN.COM","2009"
"Happy Liquor Store","4540 Socastee Blvd","Myrtle Beach","SC","29588","7208","","","","8432936807","Liquors-Retail","445310","424490","445310","445310","","Private","Horry","1.00","340000.00","","1990"
"Happy Spirits","1768 J A Cochran Byp # A","Chester","SC","29706","2630","Michael","Stalls","Owner","8033856790","Liquors-Retail","445310","424690","445310","453220","","Private","Chester","1.00","193000.00","","2007"
"Harsh Liquor Mart","1000 S Granard St","Gaffney","SC","29341","1509","","","","8642064145","Liquors-Retail","445310","445310","","","","Private","Cherokee","2.00","463000.00","","2016"
"Haw River Farmhouse Ales","1713 Saxapahaw Bethlehem Ch Rd","Saxapahaw","NC","27340","","Dawnya","Bohager","Manager","3365252135","Beer & Ale-Retail","445310","","","","","Private","Alamance","4.00","864000.00","HAWRIVERALES.COM","2014"
"Haw River Wine Man LLC","202 Lisa Dr","Carrboro","NC","27510","1149","","","","9190001111","Wines-Retail","445310","","","","","Private","Orange","3.00","340000.00","","2014"
"Helen Cellar Package Store","8056 S Main St","Helen","GA","30545","","Justin","Whitmire","Owner","7068782651","Beer & Ale-Retail","445310","445310","445310","445310","","Private","White","2.00","462000.00","","1972"
"Hey Beer Bottle Shop LLC","4405 Wrightsville Ave # A","Wilmington","NC","28403","6348","Michael D","Duffy","Other","9100001111","Beer & Ale-Retail","445310","","","","","Private","New Hanover","4.00","349000.00","","2015"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
